,date,Stock,compound,neg,neu,pos
451,2021-06-07,MA,0.6808,0.0,0.616,0.384
452,2021-06-08,MA,0.0,0.0,1.0,0.0
453,2021-06-09,MA,0.19063333333333332,0.0,0.8583333333333334,0.14166666666666666
454,2021-06-10,MA,0.0,0.0,1.0,0.0
455,2021-06-15,MA,0.0,0.0,1.0,0.0
456,2021-06-16,MA,0.0,0.0,1.0,0.0
457,2021-06-17,MA,0.0,0.0,1.0,0.0
458,2021-06-20,MA,0.0,0.0,1.0,0.0
459,2021-06-23,MA,0.6249,0.0,0.549,0.451
460,2021-06-24,MA,0.0,0.0,1.0,0.0
461,2021-06-26,MA,0.0,0.0,1.0,0.0
462,2021-06-30,MA,0.1779,0.0,0.805,0.195
463,2021-07-01,MA,0.25,0.183,0.556,0.262
464,2021-07-04,MA,0.0,0.0,1.0,0.0
465,2021-07-05,MA,0.34,0.0,0.676,0.324
466,2021-07-06,MA,0.0,0.0,1.0,0.0
467,2021-07-07,MA,0.1909,0.0,0.897,0.103
468,2021-07-11,MA,-0.24305,0.13,0.87,0.0
469,2021-07-14,MA,0.1909,0.0,0.829,0.171
470,2021-07-18,MA,0.5574,0.0,0.521,0.479
471,2021-07-23,MA,0.27244999999999997,0.119,0.5875,0.2935
472,2021-07-25,MA,-0.3818,0.157,0.843,0.0
473,2021-07-26,MA,0.0,0.0,1.0,0.0
474,2021-07-27,MA,0.0,0.0,1.0,0.0
475,2021-07-28,MA,0.0,0.0,1.0,0.0
476,2021-07-29,MA,0.0,0.0,1.0,0.0
477,2021-07-30,MA,0.1909,0.0,0.9215,0.0785
478,2021-08-01,MA,0.2553,0.0,0.876,0.124
479,2021-08-02,MA,-0.32985,0.344,0.656,0.0
480,2021-08-03,MA,0.0,0.0,1.0,0.0
481,2021-08-04,MA,0.4939,0.0,0.61,0.39
482,2021-08-05,MA,0.31589999999999996,0.0,0.7809999999999999,0.21900000000000003
483,2021-08-06,MA,0.30355,0.0985,0.609,0.2925
484,2021-08-07,MA,-0.2732,0.296,0.704,0.0
485,2021-08-09,MA,-0.2732,0.123,0.877,0.0
486,2021-08-10,MA,-0.1027,0.097,0.903,0.0
487,2021-08-11,MA,0.0,0.0,1.0,0.0
488,2021-08-13,MA,0.2553,0.0,0.6885,0.3115
489,2021-08-16,MA,0.2159,0.0545,0.7955,0.15
490,2021-08-18,MA,0.0,0.0,1.0,0.0
491,2021-08-19,MA,0.4404,0.0,0.734,0.266
492,2021-08-24,MA,0.4404,0.0,0.734,0.266
493,2021-08-27,MA,0.0,0.0,1.0,0.0
494,2021-09-08,MA,-0.3182,0.315,0.685,0.0
495,2021-09-27,MA,0.0,0.0,1.0,0.0
496,2020-05-27,MSFT,-0.3182,0.365,0.635,0.0
497,2020-09-16,MSFT,0.4215,0.0,0.741,0.259
498,2020-10-02,MSFT,0.0,0.0,1.0,0.0
499,2020-10-20,MSFT,0.7096,0.0,0.576,0.424
500,2020-10-27,MSFT,0.0,0.0,1.0,0.0
501,2020-11-05,MSFT,0.0,0.0,1.0,0.0
502,2020-11-07,MSFT,-0.4019,0.351,0.649,0.0
503,2020-11-10,MSFT,0.3612,0.0,0.706,0.294
504,2020-11-16,MSFT,0.4588,0.0,0.667,0.333
505,2020-11-18,MSFT,0.3612,0.0,0.545,0.455
506,2020-12-07,MSFT,0.2023,0.0,0.795,0.205
507,2020-12-09,MSFT,0.3818,0.0,0.698,0.302
508,2020-12-14,MSFT,0.0,0.0,1.0,0.0
509,2020-12-15,MSFT,0.0,0.0,1.0,0.0
510,2020-12-16,MSFT,0.0,0.0,1.0,0.0
511,2021-01-13,MSFT,0.26335,0.0,0.873,0.127
512,2021-01-14,MSFT,-0.25,0.25,0.75,0.0
513,2021-01-19,MSFT,0.1779,0.0,0.909,0.091
514,2021-01-24,MSFT,0.02930000000000002,0.074,0.763,0.163
515,2021-01-26,MSFT,0.4939,0.0,0.802,0.198
516,2021-01-27,MSFT,0.6249,0.0,0.579,0.421
517,2021-01-29,MSFT,0.0,0.0,1.0,0.0
518,2021-02-02,MSFT,0.0,0.0,1.0,0.0
519,2021-02-08,MSFT,0.0,0.0,1.0,0.0
520,2021-02-25,MSFT,0.0,0.0,1.0,0.0
521,2021-03-01,MSFT,0.128,0.0,0.897,0.103
522,2021-03-02,MSFT,0.2023,0.0,0.816,0.184
523,2021-03-09,MSFT,0.0,0.0,1.0,0.0
524,2021-03-22,MSFT,0.0,0.0,1.0,0.0
525,2021-04-02,MSFT,0.0,0.0,1.0,0.0
526,2021-04-05,MSFT,0.0,0.0,1.0,0.0
527,2021-04-11,MSFT,0.3818,0.0,0.755,0.245
528,2021-04-21,MSFT,0.0,0.0,1.0,0.0
529,2021-04-23,MSFT,0.0,0.0,1.0,0.0
530,2021-04-28,MSFT,0.18180000000000004,0.064,0.7486666666666667,0.18733333333333335
531,2021-04-29,MSFT,-0.4767,0.508,0.492,0.0
532,2021-04-30,MSFT,-0.296,0.239,0.761,0.0
533,2021-05-02,MSFT,0.7906,0.0,0.417,0.583
534,2021-05-05,MSFT,0.08895,0.099,0.7705,0.1305
535,2021-05-12,MSFT,0.0,0.0,1.0,0.0
536,2021-05-14,MSFT,0.0258,0.0,0.891,0.109
537,2021-05-18,MSFT,0.0258,0.0,0.864,0.136
538,2021-05-26,MSFT,0.0,0.0,1.0,0.0
539,2021-06-01,MSFT,0.4404,0.0,0.756,0.244
540,2021-06-03,MSFT,-0.3182,0.138,0.794,0.069
541,2021-06-08,MSFT,0.0,0.0,1.0,0.0
542,2021-06-10,MSFT,-0.4023,0.278,0.722,0.0
543,2021-06-17,MSFT,-0.5719,0.552,0.448,0.0
544,2021-06-18,MSFT,0.0,0.232,0.536,0.232
545,2021-06-19,MSFT,0.0,0.0,1.0,0.0
546,2021-06-21,MSFT,0.0,0.0,1.0,0.0
547,2021-06-22,MSFT,0.0,0.0,1.0,0.0
548,2021-06-23,MSFT,0.0,0.0,1.0,0.0
549,2021-06-24,MSFT,0.0,0.197,0.606,0.197
550,2021-06-25,MSFT,0.0,0.0,1.0,0.0
551,2021-06-27,MSFT,0.2732,0.23,0.354,0.416
552,2021-06-29,MSFT,0.0,0.0,1.0,0.0
553,2021-06-30,MSFT,0.0,0.0,1.0,0.0
554,2021-07-04,MSFT,0.0,0.0,1.0,0.0
555,2021-07-06,MSFT,0.0,0.0,1.0,0.0
556,2021-07-07,MSFT,0.3818,0.0,0.755,0.245
557,2021-07-09,MSFT,0.4404,0.0,0.818,0.182
558,2021-07-12,MSFT,0.3818,0.0,0.755,0.245
559,2021-07-14,MSFT,0.31845,0.0,0.852,0.148
560,2021-07-18,MSFT,0.4767,0.0,0.709,0.291
561,2021-07-19,MSFT,0.0,0.0,1.0,0.0
562,2021-07-20,MSFT,0.0,0.0,1.0,0.0
563,2021-07-21,MSFT,0.12726666666666667,0.0,0.9443333333333334,0.05566666666666667
564,2021-07-22,MSFT,0.0,0.0,1.0,0.0
565,2021-07-23,MSFT,0.5106,0.0,0.82,0.18
566,2021-07-25,MSFT,0.0,0.0,1.0,0.0
567,2021-07-26,MSFT,0.0,0.0,1.0,0.0
568,2021-07-27,MSFT,0.0,0.0,1.0,0.0
569,2021-07-28,MSFT,0.3818,0.0,0.729,0.271
570,2021-07-31,MSFT,0.0,0.0,1.0,0.0
571,2021-08-02,MSFT,0.0,0.0,1.0,0.0
572,2021-08-05,MSFT,0.3182,0.0,0.753,0.247
573,2021-08-08,MSFT,0.0,0.0,1.0,0.0
574,2021-08-09,MSFT,0.0386,0.0,0.9425,0.0575
575,2021-08-12,MSFT,0.8442,0.0,0.305,0.695
576,2021-08-13,MSFT,0.045,0.0,0.9495,0.0505
577,2021-08-18,MSFT,0.0,0.0,1.0,0.0
578,2021-08-19,MSFT,0.4404,0.0,0.734,0.266
579,2021-08-23,MSFT,0.21075,0.0,0.8815,0.1185
580,2021-08-24,MSFT,0.6249,0.0,0.611,0.389
581,2021-08-25,MSFT,0.0,0.0,1.0,0.0
582,2021-09-10,MSFT,0.5994,0.0,0.505,0.495
583,2021-09-27,MSFT,0.0,0.0,1.0,0.0
584,2020-09-03,NVDA,-0.4019,0.109,0.891,0.0
585,2020-09-25,NVDA,0.0772,0.15,0.68,0.17
586,2020-09-29,NVDA,-0.4019,0.13,0.87,0.0
587,2020-10-02,NVDA,0.1909,0.0,0.9045000000000001,0.0955
588,2020-11-04,NVDA,0.0,0.0,1.0,0.0
589,2020-11-10,NVDA,-0.296,0.196,0.804,0.0
590,2020-11-18,NVDA,0.0,0.0,1.0,0.0
591,2020-11-20,NVDA,0.0,0.0,1.0,0.0
592,2020-11-23,NVDA,0.0,0.0,1.0,0.0
593,2020-12-09,NVDA,-0.4215,0.583,0.417,0.0
594,2020-12-13,NVDA,-0.5267,0.298,0.702,0.0
595,2020-12-14,NVDA,0.0,0.0,1.0,0.0
596,2021-01-05,NVDA,0.0,0.0,1.0,0.0
597,2021-01-11,NVDA,0.0,0.0,1.0,0.0
598,2021-01-14,NVDA,0.0,0.0,1.0,0.0
599,2021-02-02,NVDA,0.5423,0.0,0.609,0.391
600,2021-02-18,NVDA,0.0,0.0,1.0,0.0
601,2021-02-19,NVDA,0.0,0.0,1.0,0.0
602,2021-02-22,NVDA,0.0,0.0,1.0,0.0
603,2021-02-25,NVDA,0.27115,0.0,0.8514999999999999,0.1485
604,2021-03-10,NVDA,0.10115,0.0,0.8975,0.1025
605,2021-03-16,NVDA,0.08574999999999999,0.125,0.716,0.159
606,2021-03-29,NVDA,0.0,0.0,1.0,0.0
607,2021-04-12,NVDA,0.0,0.0,1.0,0.0
608,2021-04-13,NVDA,0.0,0.0,1.0,0.0
609,2021-04-14,NVDA,-0.4939,0.314,0.686,0.0
610,2021-04-15,NVDA,-0.3182,0.204,0.796,0.0
611,2021-05-04,NVDA,0.3182,0.0,0.859,0.141
612,2021-05-05,NVDA,0.0258,0.0,0.845,0.155
613,2021-05-17,NVDA,-0.28595,0.2125,0.7875,0.0
614,2021-05-18,NVDA,0.41415,0.0,0.7415,0.2585
615,2021-05-19,NVDA,-0.23835,0.1025,0.8975,0.0
616,2021-05-21,NVDA,0.1027,0.13,0.714,0.156
617,2021-05-23,NVDA,0.6369,0.0,0.756,0.244
618,2021-05-24,NVDA,0.0,0.0,1.0,0.0
619,2021-05-26,NVDA,0.0,0.0,1.0,0.0
620,2021-05-28,NVDA,0.7717,0.0,0.309,0.691
621,2021-06-01,NVDA,0.0,0.0,1.0,0.0
622,2021-06-03,NVDA,-0.34,0.167,0.833,0.0
623,2021-06-04,NVDA,0.4404,0.0,0.707,0.293
624,2021-06-07,NVDA,0.0,0.0,1.0,0.0
625,2021-06-09,NVDA,0.0,0.0,1.0,0.0
626,2021-06-11,NVDA,0.0,0.0,1.0,0.0
627,2021-06-12,NVDA,0.0,0.0,1.0,0.0
628,2021-06-14,NVDA,0.3818,0.159,0.556,0.286
629,2021-06-15,NVDA,-0.23835,0.254,0.746,0.0
630,2021-06-16,NVDA,0.0,0.0,1.0,0.0
631,2021-06-18,NVDA,0.2814,0.0,0.8413333333333334,0.15866666666666665
632,2021-06-19,NVDA,-0.296,0.18,0.82,0.0
633,2021-06-23,NVDA,0.4404,0.0,0.756,0.244
634,2021-07-01,NVDA,0.4215,0.0,0.678,0.322
635,2021-07-02,NVDA,0.2584,0.0,0.844,0.156
636,2021-07-09,NVDA,0.4404,0.0,0.818,0.182
637,2021-07-12,NVDA,0.0,0.0,1.0,0.0
638,2021-07-13,NVDA,0.0,0.0,1.0,0.0
639,2021-07-16,NVDA,0.0,0.0,1.0,0.0
640,2021-07-21,NVDA,0.0,0.0,1.0,0.0
641,2021-07-25,NVDA,0.0,0.0,1.0,0.0
642,2021-07-28,NVDA,0.4404,0.0,0.828,0.172
643,2021-07-30,NVDA,0.08895,0.0,0.851,0.149
644,2021-08-01,NVDA,0.0,0.0,1.0,0.0
645,2021-08-03,NVDA,0.0,0.0,1.0,0.0
646,2021-08-04,NVDA,0.2202,0.0,0.909,0.091
647,2021-08-06,NVDA,0.2023,0.0,0.847,0.153
648,2021-08-12,NVDA,0.62465,0.0,0.702,0.29800000000000004
649,2021-08-14,NVDA,0.0,0.0,1.0,0.0
650,2021-08-15,NVDA,0.0,0.0,1.0,0.0
651,2021-08-17,NVDA,0.0,0.0,1.0,0.0
652,2021-08-18,NVDA,0.1366,0.0495,0.864,0.086
653,2021-08-19,NVDA,0.2023,0.0,0.847,0.153
654,2021-08-20,NVDA,-0.17,0.1875,0.8125,0.0
655,2021-08-23,NVDA,0.3612,0.0,0.762,0.238
656,2021-08-24,NVDA,-0.07543333333333334,0.035333333333333335,0.9646666666666667,0.0
657,2021-08-26,NVDA,0.2263,0.0,0.881,0.119
658,2021-08-27,NVDA,0.0,0.0,1.0,0.0
659,2021-08-28,NVDA,0.0,0.0,1.0,0.0
660,2021-09-06,NVDA,0.0,0.0,1.0,0.0
661,2021-09-23,NVDA,-0.631,0.257,0.743,0.0
662,2021-09-25,NVDA,0.25,0.0,0.889,0.111
663,2021-09-27,NVDA,0.4404,0.0,0.791,0.209
664,2018-12-18,ORCL,-0.4019,0.483,0.225,0.292
665,2019-03-22,ORCL,-0.4404,0.225,0.775,0.0
666,2019-06-24,ORCL,0.0,0.0,1.0,0.0
667,2019-06-27,ORCL,0.4215,0.0,0.714,0.286
668,2019-10-01,ORCL,0.3071,0.236,0.338,0.426
669,2020-04-30,ORCL,-0.3818,0.224,0.776,0.0
670,2020-07-07,ORCL,0.128,0.134,0.701,0.166
671,2020-09-14,ORCL,0.0,0.0,1.0,0.0
672,2020-09-20,ORCL,0.4541,0.143,0.536,0.321
673,2020-09-21,ORCL,0.3818,0.0,0.606,0.394
674,2020-10-13,ORCL,0.3182,0.0,0.635,0.365
675,2020-12-16,ORCL,0.0,0.0,1.0,0.0
676,2021-01-12,ORCL,0.0,0.0,1.0,0.0
677,2021-01-20,ORCL,0.0,0.0,1.0,0.0
678,2021-01-22,ORCL,0.0,0.0,1.0,0.0
679,2021-02-05,ORCL,0.0,0.0,1.0,0.0
680,2021-02-08,ORCL,0.7351,0.0,0.536,0.464
681,2021-02-09,ORCL,0.2023,0.0,0.769,0.231
682,2021-02-21,ORCL,0.0,0.0,1.0,0.0
683,2021-02-22,ORCL,0.0,0.0,1.0,0.0
684,2021-02-24,ORCL,0.0,0.0,1.0,0.0
685,2021-03-04,ORCL,0.3818,0.0,0.822,0.178
686,2021-03-06,ORCL,0.0,0.0,1.0,0.0
687,2021-03-07,ORCL,0.0,0.0,1.0,0.0
688,2021-03-10,ORCL,0.0,0.0,1.0,0.0
689,2021-03-11,ORCL,0.128,0.273,0.39,0.338
690,2021-03-28,ORCL,0.0,0.0,1.0,0.0
691,2021-03-29,ORCL,0.0,0.0,1.0,0.0
692,2021-04-07,ORCL,0.6597,0.0,0.526,0.474
693,2021-04-13,ORCL,0.0,0.0,1.0,0.0
694,2021-04-19,ORCL,-0.34,0.545,0.455,0.0
695,2021-04-21,ORCL,0.0,0.0,1.0,0.0
696,2021-04-22,ORCL,0.6369,0.0,0.606,0.394
697,2021-04-27,ORCL,0.0,0.0,1.0,0.0
698,2021-04-30,ORCL,-0.2732,0.259,0.741,0.0
699,2021-05-05,ORCL,0.0,0.0,1.0,0.0
700,2021-05-09,ORCL,0.1531,0.275,0.375,0.35
701,2021-05-10,ORCL,0.0,0.0,1.0,0.0
702,2021-05-16,ORCL,0.0,0.0,1.0,0.0
703,2021-05-17,ORCL,-0.6082,0.284,0.716,0.0
704,2021-05-18,ORCL,0.0258,0.0,0.864,0.136
705,2021-05-19,ORCL,-0.5574,0.375,0.625,0.0
706,2021-05-24,ORCL,0.0,0.0,1.0,0.0
707,2021-05-29,ORCL,0.4404,0.0,0.775,0.225
708,2021-05-31,ORCL,0.0,0.0,1.0,0.0
709,2021-06-01,ORCL,-0.4767,0.451,0.549,0.0
710,2021-06-03,ORCL,0.2288,0.0,0.893,0.107
711,2021-06-07,ORCL,-0.2057,0.206,0.794,0.0
712,2021-06-11,ORCL,0.09505,0.0,0.9615,0.0385
713,2021-06-13,ORCL,0.0,0.0,1.0,0.0
714,2021-06-14,ORCL,0.0,0.0,1.0,0.0
715,2021-06-15,ORCL,0.254675,0.0,0.86925,0.13075
716,2021-06-16,ORCL,-0.056175,0.03675,0.9632499999999999,0.0
717,2021-06-17,ORCL,0.0,0.0,1.0,0.0
718,2021-06-22,ORCL,0.43895,0.0,0.7875,0.2125
719,2021-06-24,ORCL,0.0,0.0,1.0,0.0
720,2021-06-25,ORCL,0.2023,0.0,0.769,0.231
721,2021-06-28,ORCL,0.0,0.0,1.0,0.0
722,2021-07-01,ORCL,0.0,0.0,1.0,0.0
723,2021-07-02,ORCL,0.296,0.0,0.8145,0.1855
724,2021-07-05,ORCL,0.0,0.0,1.0,0.0
725,2021-07-06,ORCL,0.4404,0.0,0.508,0.492
726,2021-07-09,ORCL,-0.3612,0.385,0.615,0.0
727,2021-07-16,ORCL,0.0,0.0,1.0,0.0
728,2021-07-18,ORCL,-0.3919,0.249,0.751,0.0
729,2021-07-19,ORCL,0.0,0.0,1.0,0.0
730,2021-07-21,ORCL,0.0,0.0,1.0,0.0
731,2021-07-23,ORCL,0.34,0.0,0.745,0.255
732,2021-07-24,ORCL,0.0,0.0,1.0,0.0
733,2021-07-26,ORCL,0.3737333333333333,0.0,0.7303333333333333,0.26966666666666667
734,2021-07-30,ORCL,0.57375,0.0,0.755,0.245
735,2021-08-02,ORCL,0.0,0.0,1.0,0.0
736,2021-08-04,ORCL,0.0,0.0,1.0,0.0
737,2021-08-12,ORCL,0.0,0.0,1.0,0.0
738,2021-08-13,ORCL,0.0,0.0,1.0,0.0
739,2021-08-18,ORCL,0.0,0.0,1.0,0.0
740,2021-08-22,ORCL,0.6414500000000001,0.0,0.5465,0.4535
741,2021-08-24,ORCL,0.0,0.0,1.0,0.0
742,2021-08-25,ORCL,0.4404,0.0,0.818,0.182
743,2021-09-10,ORCL,0.5994,0.0,0.505,0.495
744,2021-09-15,ORCL,-0.34,0.124,0.876,0.0
745,2021-09-17,ORCL,0.4728,0.0,0.839,0.161
746,2021-09-24,ORCL,0.0772,0.053,0.886,0.061
747,2018-10-29,V,0.4404,0.0,0.408,0.592
748,2018-12-19,V,0.0,0.0,1.0,0.0
749,2019-11-07,V,0.3818,0.0,0.729,0.271
750,2020-12-01,V,0.0,0.0,1.0,0.0
751,2020-12-02,V,-0.2732,0.259,0.741,0.0
752,2020-12-30,V,-0.4215,0.219,0.781,0.0
753,2021-01-13,V,0.0,0.0,1.0,0.0
754,2021-01-24,V,0.0,0.0,1.0,0.0
755,2021-01-25,V,-0.3818,0.271,0.729,0.0
756,2021-02-04,V,0.57965,0.0,0.6739999999999999,0.326
757,2021-02-16,V,0.7717,0.0,0.427,0.573
758,2021-03-01,V,0.34,0.0,0.844,0.156
759,2021-03-12,V,0.0,0.0,1.0,0.0
760,2021-03-16,V,0.4404,0.0,0.775,0.225
761,2021-03-17,V,0.7964,0.0,0.426,0.574
762,2021-03-28,V,0.6124,0.0,0.444,0.556
763,2021-03-29,V,0.0,0.0,1.0,0.0
764,2021-04-07,V,-0.18865,0.2105,0.6950000000000001,0.0945
765,2021-04-14,V,0.0,0.0,1.0,0.0
766,2021-04-16,V,0.0,0.0,1.0,0.0
767,2021-04-18,V,0.0,0.0,1.0,0.0
768,2021-04-19,V,0.0,0.0,1.0,0.0
769,2021-04-22,V,0.3818,0.0,0.822,0.178
770,2021-05-03,V,0.3818,0.0,0.776,0.224
771,2021-05-05,V,0.4404,0.0,0.756,0.244
772,2021-05-13,V,0.0,0.0,1.0,0.0
773,2021-05-14,V,0.4404,0.0,0.633,0.367
774,2021-05-18,V,0.0129,0.071,0.855,0.074
775,2021-05-20,V,0.5574,0.0,0.625,0.375
776,2021-05-26,V,0.0,0.0,1.0,0.0
777,2021-06-01,V,0.07770000000000002,0.0716,0.8246,0.1038
778,2021-06-02,V,0.4939,0.0,0.686,0.314
779,2021-06-04,V,0.6705,0.0,0.718,0.282
780,2021-06-06,V,-0.4404,0.248,0.661,0.091
781,2021-06-08,V,0.0,0.0,1.0,0.0
782,2021-06-09,V,0.0,0.0,1.0,0.0
783,2021-06-13,V,0.49434999999999996,0.0,0.614,0.386
784,2021-06-16,V,0.0,0.0,1.0,0.0
785,2021-06-21,V,0.8316,0.0,0.204,0.796
786,2021-06-22,V,0.0,0.0,1.0,0.0
787,2021-06-23,V,0.6249,0.0,0.549,0.451
788,2021-06-24,V,0.6369,0.0,0.704,0.296
789,2021-06-26,V,0.0,0.0,1.0,0.0
790,2021-06-30,V,0.1779,0.0,0.805,0.195
791,2021-07-02,V,0.3818,0.0,0.843,0.157
792,2021-07-04,V,0.0,0.0,1.0,0.0
793,2021-07-05,V,0.34,0.0,0.676,0.324
794,2021-07-06,V,-0.1366,0.172,0.8280000000000001,0.0
795,2021-07-07,V,0.0,0.0,1.0,0.0
796,2021-07-08,V,0.44883333333333336,0.0,0.8046666666666665,0.19533333333333333
797,2021-07-12,V,-0.0516,0.194,0.806,0.0
798,2021-07-18,V,0.5574,0.0,0.521,0.479
799,2021-07-20,V,0.0,0.0,1.0,0.0
800,2021-07-22,V,0.0,0.0,1.0,0.0
801,2021-07-26,V,0.4927,0.0,0.738,0.262
802,2021-07-27,V,0.0,0.0,1.0,0.0
803,2021-07-30,V,0.1909,0.0,0.9215,0.0785
804,2021-08-01,V,0.1444666666666667,0.09599999999999999,0.734,0.16966666666666666
805,2021-08-03,V,0.4033,0.0,0.8795,0.1205
806,2021-08-05,V,0.21059999999999998,0.0,0.8540000000000001,0.14600000000000002
807,2021-08-06,V,0.1429,0.04925,0.80525,0.14550000000000002
808,2021-08-07,V,-0.2732,0.296,0.704,0.0
809,2021-08-09,V,-0.2732,0.123,0.877,0.0
810,2021-08-10,V,-0.05135,0.0485,0.9515,0.0
811,2021-08-13,V,0.2202,0.0,0.9139999999999999,0.086
812,2021-08-14,V,0.2584,0.0,0.747,0.253
813,2021-08-16,V,-0.0258,0.109,0.891,0.0
814,2021-08-19,V,0.4404,0.0,0.7695000000000001,0.2305
815,2021-08-24,V,0.1468,0.0,0.9113333333333333,0.08866666666666667
816,2021-08-25,V,0.4404,0.0,0.734,0.266
817,2021-08-27,V,0.0,0.0,1.0,0.0
818,2021-09-08,V,-0.3182,0.315,0.685,0.0
